"file","lines","non_empty_lines","chars","line_by_line_sha256","file_sha256","changed_vs_first_pass"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Layout\ContainingBlockResolver.cs","245","217","8733","f542748ffc798fbbe91a03ef14c1d3f4f5681f19e6a064deca118edf9136161e","8BF50BB7E2184006ADA1A34C296E8A0A0BEC0C7F309A651EC2A3DE493818C805","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Layout\Contexts\BlockFormattingContext.cs","698","601","32098","6a2b51fa14c82897e135e2715901dcf114e22c9b191ee6e01f71df1780103024","C98B47306564C02DAABD1A72944305A1E7A1560C9D84D428B0156A4A2C4723B0","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Layout\Contexts\FlexFormattingContext.cs","1683","1479","80491","7b6265f1fa6069e7d834c9a35cea03ff1a077f4193d7f0a76bfcfd81ea046a33","ECFEB659B5B4EAF43161EA28E36379948C9C9C1102EB6187F489EECE1AC1896C","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Layout\Contexts\FloatManager.cs","98","86","3237","71a49d0393661cde4f18a0ad7e462970ec8dc7d3726dae1bf698f8664575d0e3","ED0DFB39042DC50D44705639C0D28704A4DA0E7F4B7FA713BA20287F6CD8ED56","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Layout\Contexts\FormattingContext.cs","131","111","5221","120f1d2718b2f26184c6d821cd08435c3e097d1014158cf23b37c97abbe058e0","8E38AA9CBE6F0285CA798167EC5A16E165BBBE4E7217EB8851186F38E644A863","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Layout\Contexts\GridFormattingContext.cs","288","244","10592","2b0cda53b0ac36d5776b81a17c617312f82c91335256e4f2d134d93157b5bcaa","E0AE3FF2DEF0112F8F0740B672113C0AD56A21AF91920774D645881EB5363E56","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Layout\Contexts\InlineFormattingContext.cs","962","824","40426","54b4f3c94050bb382b350f90f86aab9a02408b17b7998f399e1d64417afd4b0b","558287EF302A0209849F3F5B42620581C1ED9C2498346EAEF8CAC5534D26C8EE","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Layout\Contexts\LayoutBoxOps.cs","59","50","2249","c80f35ac01840526efab048b1753c1c5ba13352d263f7ca25649bb89c6dd99ac","02A6D02425BDD54CBC001B728CB9B79545B644FC813A1A0D72A3F9E4C3BEE343","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Layout\Contexts\LayoutState.cs","57","49","1808","8bde1a67e0316eec91146c33d8904a52303dc0fdc4d65a4cc491ca55946a9e13","C4ED723C072C1448342E9E696016FE044F5D54FFF33520931B359B3D33B593E0","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Layout\Coordinates\LogicalTypes.cs","90","77","2381","f672cd40cc8a0b9aa087b50633a39dcdf8ac22aae16f42caec02500ae8f10a0c","D14797A35EA99799980D31037E4B5C6781E4DEA73FDF20A12FBE391D03E5E1D5","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Layout\Coordinates\WritingModeConverter.cs","108","97","3911","d5ae41ae9fdfbc8bb1c72e9e6c9f0c860dc3c66c6d8e149391648cdae0d08ac9","3A7DE79D2E6A8E9098F996859D76CF41BEE0848D795E8F52F6EDC01D7DBD41F6","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Layout\FloatExclusion.cs","191","162","8302","057f591c58134551aa49c4ad3567a6a4d904bb9c8cca5f9fe4b1b6e88f315e48","2E9327B975BC78EEAD3270971F8FC955210DB92D495A03B1484EED44776E813A","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Layout\GridLayoutComputer.Areas.cs","71","64","2303","f0c780c36a097873f2e8295dee5ee6f87c9eb220124ab276ae8e55ed09f66919","E36CB82FD45B3B645C2D316D31CFD69EEB9D47018FBA0405A6C04EB46EEFDD9D","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Layout\GridLayoutComputer.cs","1069","913","48039","3e963ddd0290004d99dd8e65927cffb8efcf7651c3604605141e93bcc51cb0e4","C17A939F20AA98A957C7CF18D89B0465B244C4F634E1836291DB2C1E62C0B878","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Layout\GridLayoutComputer.Parsing.cs","276","240","10448","08a8c04c50f46e2d4895f72fc96fef2104e37e16243a2b6446dbe5233eb09324","A247A8B17400576BB7882B470D899512DB538B9AAD18A468F9849FDBC499FD24","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Layout\ILayoutComputer.cs","73","61","2458","5fcc2a9ddf40a21ae0adcd054fc28704cd64a88bbab1c8e49131ed0b0bfbbf8f","7F1F510AB077D544C0F6F7CCF9C1FA15F9F532D6C9D9CCD8646B82216150B664","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Layout\InlineLayoutComputer.cs","1113","957","54777","c3a9e0dd3043c090dbabf143624761334876bd796b77df0c3635316c75b19fcd","DF6211297F5E4078D3AE66932F6AD16A34A40C0095FAAD12611C762A75A492AA","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Layout\InlineRunDebugger.cs","274","239","9536","9149158cb067d0d548af3231b502ac40c0efa8c3ce4fc1501372d5214c3cd6eb","AE50561335915E9CD6A38E86FBD94E04A0E7ECC9093392AF8DC557DAE2DC9245","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Layout\LayoutContext.cs","103","90","2960","32999e8274b1f3a7c1529770b54db28b7641ccf643a34d12513743d5150055cf","94B3C7CF03169D2D466FE765AE87E82D3AF7703CCEC25F843B353DA318F0F144","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Layout\LayoutEngine.cs","401","335","16268","b25b90fe9fe37de645e0caeb23a5e58570926e6ba92f93f5f46c77ed5ef04e61","D025F42CD527BB819F99F2627685A5432DC89E02FAC8D3A3F4A5C2A20B856625","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Layout\LayoutHelper.cs","244","212","8861","24ee5b523d42929ef432f37ddb10e4a64062ba5cc24c78e393b98f13d9dac4f8","D4F881CE16B45775A0864DE70CDBCE6029B16BFDBF964DD7F12FC29A41FEBA55","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Layout\LayoutPositioningLogic.cs","191","163","7155","3bc8b33dd601113e253f5bc11a0b90c126ee0a0af3712ae469ab021bf853adb0","88D03591A2041B249412ACB9292604150C5949FB0BCC0E62AE8EE75D60759AE9","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Layout\LayoutResult.cs","140","120","4526","fe25be4c22027ba74221fcf01295e16c00d820b0228883a6878d1278237f9d8f","F4529F7DCABF3B05BA971D8DD3106DAF9F2716CD81965A8FFB485F75B76814B4","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Layout\LayoutValidator.cs","124","109","5158","8ee6513a5043cc6266a008052bc9fc5e10eeba2bba7245a519a3e49c9e85306d","D2356E1D1E2C1C74145FC2F27490E58D736DCB55BC6C353B5A834E01C405B4EE","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Layout\MarginCollapseComputer.cs","191","164","7518","76d8ba04cfd54a25014733f0981e32e9eb9d6358718d20163a0ba7e12ab04261","DF9B02A98A1B2BDFABB1CA763DB1A7194A4BDE85D3383863DA86325E7F5161F9","False"
